Question,True Answer,answers,MCQs,3_MC,2_MC
"甲生产了货值50万元的伪劣产品,尚未出售即被查获,则甲的行为?",构成生产、销售伪劣产品罪(未遂),"['不构成犯罪', '不构成生产、销售伪劣产品罪', '构成生产伪劣产品罪(既遂)']","请选择一个正确选项。甲生产了货值50万元的伪劣产品,尚未出售即被查获,则甲的行为?：A 不构成犯罪 ，B 不构成生产、销售伪劣产品罪 ，C 构成生产伪劣产品罪(既遂)，D 构成生产、销售伪劣产品罪(未遂)。只能选择一个选项，禁止解释。","请选择一个正确选项。甲生产了货值50万元的伪劣产品,尚未出售即被查获,则甲的行为?：A 不构成犯罪 ，B  不构成生产、销售伪劣产品罪 ，C 构成生产、销售伪劣产品罪(未遂)。只能选择一个选项，禁止解释。","请选择一个正确选项。甲生产了货值50万元的伪劣产品,尚未出售即被查获,则甲的行为?：A 不构成犯罪 ，B 构成生产、销售伪劣产品罪(未遂)。只能选择一个选项，禁止解释。"
"连某因犯诈骗罪被判处无期徒刑,附加剥夺政治权利终身,犯故意伤害罪被判处10年有期徒刑,附加剥夺政治权利3年。在数罪并罚时,应当采用?",吸收原则,"['限制加重原则', '并科原则', '相加原则']","请选择一个正确选项。连某因犯诈骗罪被判处无期徒刑,附加剥夺政治权利终身,犯故意伤害罪被判处10年有期徒刑,附加剥夺政治权利3年。在数罪并罚时,应当采用?：A 限制加重原则 ，B 并科原则 ，C 吸收原则，D 相加原则。只能选择一个选项，禁止解释。","请选择一个正确选项。连某因犯诈骗罪被判处无期徒刑,附加剥夺政治权利终身,犯故意伤害罪被判处10年有期徒刑,附加剥夺政治权利3年。在数罪并罚时,应当采用?：A 限制加重原则 ，B  并科原则 ，C 吸收原则。只能选择一个选项，禁止解释。","请选择一个正确选项。连某因犯诈骗罪被判处无期徒刑,附加剥夺政治权利终身,犯故意伤害罪被判处10年有期徒刑,附加剥夺政治权利3年。在数罪并罚时,应当采用?：A 限制加重原则 ，B 吸收原则。只能选择一个选项，禁止解释。"
党员“四个合格”指的是?,政治合格、品德合格、执行纪律合格、发挥作用合格。,"['政治合格、道德合格、服从命令合格、发挥作用合格。', '政治合格、品德合格、服从命令合格、发挥作用合格。', '政治合格、道德合格、执行纪律合格、发挥作用合格。']",请选择一个正确选项。党员“四个合格”指的是?：A 政治合格、道德合格、服从命令合格、发挥作用合格。 ，B 政治合格、品德合格、服从命令合格、发挥作用合格。 ，C 政治合格、品德合格、执行纪律合格、发挥作用合格。，D 政治合格、道德合格、执行纪律合格、发挥作用合格。。只能选择一个选项，禁止解释。,请选择一个正确选项。党员“四个合格”指的是?：A 政治合格、道德合格、服从命令合格、发挥作用合格。 ，B  政治合格、品德合格、服从命令合格、发挥作用合格。 ，C 政治合格、品德合格、执行纪律合格、发挥作用合格。。只能选择一个选项，禁止解释。,请选择一个正确选项。党员“四个合格”指的是?：A 政治合格、道德合格、服从命令合格、发挥作用合格。 ，B 政治合格、品德合格、执行纪律合格、发挥作用合格。。只能选择一个选项，禁止解释。
2020年11月14日全面推动长江经济带发展座谈会上，习近平发表讲话：要推动长江经济带发展和共建“________”的融合。,一带一路,"['城乡一体化', '生态建设', '长三角一体化']",请选择一个正确选项。2020年11月14日全面推动长江经济带发展座谈会上，习近平发表讲话：要推动长江经济带发展和共建“________”的融合。：A 城乡一体化 ，B 一带一路 ，C 生态建设，D 长三角一体化。只能选择一个选项，禁止解释。,请选择一个正确选项。2020年11月14日全面推动长江经济带发展座谈会上，习近平发表讲话：要推动长江经济带发展和共建“________”的融合。：A 城乡一体化 ，B  生态建设 ，C 一带一路。只能选择一个选项，禁止解释。,请选择一个正确选项。2020年11月14日全面推动长江经济带发展座谈会上，习近平发表讲话：要推动长江经济带发展和共建“________”的融合。：A 城乡一体化 ，B 一带一路。只能选择一个选项，禁止解释。
国务院总理李克强2021年3月5日在政府工作报告中介绍今年发展主要预期目标，其中，国内生产总值增长________以上。,0.06,"['0.07', '0.05', '0.03']",请选择一个正确选项。国务院总理李克强2021年3月5日在政府工作报告中介绍今年发展主要预期目标，其中，国内生产总值增长________以上。：A 0.07 ，B 0.05 ，C 0.06，D 0.03。只能选择一个选项，禁止解释。,请选择一个正确选项。国务院总理李克强2021年3月5日在政府工作报告中介绍今年发展主要预期目标，其中，国内生产总值增长________以上。：A 0.07 ，B  0.05 ，C 0.06。只能选择一个选项，禁止解释。,请选择一个正确选项。国务院总理李克强2021年3月5日在政府工作报告中介绍今年发展主要预期目标，其中，国内生产总值增长________以上。：A 0.07 ，B 0.06。只能选择一个选项，禁止解释。
标志着红军长征胜利结束的历史事件是?,红军三大主力会师,"['红一方面军到达陕北吴起镇', '遵义会议', '四渡赤水']",请选择一个正确选项。标志着红军长征胜利结束的历史事件是?：A 红一方面军到达陕北吴起镇 ，B 遵义会议 ，C 四渡赤水，D 红军三大主力会师。只能选择一个选项，禁止解释。,请选择一个正确选项。标志着红军长征胜利结束的历史事件是?：A 红一方面军到达陕北吴起镇 ，B  遵义会议 ，C 红军三大主力会师。只能选择一个选项，禁止解释。,请选择一个正确选项。标志着红军长征胜利结束的历史事件是?：A 红一方面军到达陕北吴起镇 ，B 红军三大主力会师。只能选择一个选项，禁止解释。
2021年政府工作报告指出今年主要目标，城镇新增就业________人以上。,1100万,"['1200万', '1300万', '1000万']",请选择一个正确选项。2021年政府工作报告指出今年主要目标，城镇新增就业________人以上。：A 1200万 ，B 1100万 ，C 1300万，D 1000万。只能选择一个选项，禁止解释。,请选择一个正确选项。2021年政府工作报告指出今年主要目标，城镇新增就业________人以上。：A 1200万 ，B  1300万 ，C 1100万。只能选择一个选项，禁止解释。,请选择一个正确选项。2021年政府工作报告指出今年主要目标，城镇新增就业________人以上。：A 1200万 ，B 1100万。只能选择一个选项，禁止解释。
"中国古典舞中,下列训练腿的松弛与爆发力的训练手段是哪个?",悠腿,"['踢腿', '控腿', '弹腿']","请选择一个正确选项。中国古典舞中,下列训练腿的松弛与爆发力的训练手段是哪个?：A 踢腿 ，B 控腿 ，C 悠腿，D 弹腿。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,下列训练腿的松弛与爆发力的训练手段是哪个?：A 踢腿 ，B  控腿 ，C 悠腿。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,下列训练腿的松弛与爆发力的训练手段是哪个?：A 踢腿 ，B 悠腿。只能选择一个选项，禁止解释。"
"中国古典舞中,冲天炮是在下列什么舞姿上形成的?",探海,"['抬后腿', '抬前腿', '控后腿']","请选择一个正确选项。中国古典舞中,冲天炮是在下列什么舞姿上形成的?：A 抬后腿 ，B 抬前腿 ，C 探海，D 控后腿。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,冲天炮是在下列什么舞姿上形成的?：A 抬后腿 ，B  抬前腿 ，C 探海。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,冲天炮是在下列什么舞姿上形成的?：A 抬后腿 ，B 探海。只能选择一个选项，禁止解释。"
"中国古典舞中,下列哪项能力训练是转、翻、跳很多技巧都必须的,尤其对于弹跳能力的铺垫更为重要?",蹲,"['步伐', '脚位', '脚腕']","请选择一个正确选项。中国古典舞中,下列哪项能力训练是转、翻、跳很多技巧都必须的,尤其对于弹跳能力的铺垫更为重要?：A 蹲 ，B 步伐 ，C 脚位，D 脚腕。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,下列哪项能力训练是转、翻、跳很多技巧都必须的,尤其对于弹跳能力的铺垫更为重要?：A 步伐 ，B  脚位 ，C 蹲。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,下列哪项能力训练是转、翻、跳很多技巧都必须的,尤其对于弹跳能力的铺垫更为重要?：A 步伐 ，B 蹲。只能选择一个选项，禁止解释。"
"中国古典舞中,转叉的练习主要是训练身体哪一关节的?",髋关节,"['膝盖', '骨盆', '脚腕']","请选择一个正确选项。中国古典舞中,转叉的练习主要是训练身体哪一关节的?：A 膝盖 ，B 骨盆 ，C 髋关节，D 脚腕。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,转叉的练习主要是训练身体哪一关节的?：A 膝盖 ，B  骨盆 ，C 髋关节。只能选择一个选项，禁止解释。","请选择一个正确选项。中国古典舞中,转叉的练习主要是训练身体哪一关节的?：A 膝盖 ，B 髋关节。只能选择一个选项，禁止解释。"
"在中国古典舞中,弓箭步是什么脚位的扩大和发展?",丁字步,"['小八字步', '正步', '大八字步']","请选择一个正确选项。在中国古典舞中,弓箭步是什么脚位的扩大和发展?：A 小八字步 ，B 正步 ，C 大八字步，D 丁字步。只能选择一个选项，禁止解释。","请选择一个正确选项。在中国古典舞中,弓箭步是什么脚位的扩大和发展?：A 小八字步 ，B  正步 ，C 丁字步。只能选择一个选项，禁止解释。","请选择一个正确选项。在中国古典舞中,弓箭步是什么脚位的扩大和发展?：A 小八字步 ，B 丁字步。只能选择一个选项，禁止解释。"
